open,high,low,close,volume,date
2424.815,2491.711,2424.815,2491.313,9389299300.0,2007-01-22
2508.265,2516.593,2415.111,2508.13,10233761600.0,2007-01-23
2508.523,2556.099,2489.932,2536.428,8443369700.0,2007-01-24
2512.459,2529.432,2449.051,2452.831,8105515100.0,2007-01-25
2415.746,2524.243,2356.982,2512.922,7865400800.0,2007-01-26
2529.943,2582.405,2521.503,2576.917,8545208500.0,2007-01-29
2586.523,2599.452,2531.776,2551.884,7821152800.0,2007-01-30
2544.3,2548.175,2367.67,2385.335,8090913700.0,2007-01-31
2350.596,2410.422,2310.569,2395.172,6507809500.0,2007-02-01
2397.058,2403.619,2293.277,2298.003,5937715400.0,2007-02-02
2282.77,2304.318,2247.929,2271.797,4758750600.0,2007-02-05
2271.372,2316.702,2198.901,2316.04,6701064800.0,2007-02-06
2330.428,2390.867,2330.428,2369.787,7010639000.0,2007-02-07
2376.629,2415.959,2354.697,2410.601,6265654000.0,2007-02-08
2412.644,2417.643,2376.022,2397.245,5551553200.0,2007-02-09
2397.849,2485.759,2396.786,2485.392,5499232000.0,2007-02-12
2498.345,2526.227,2489.66,2522.63,5152886200.0,2007-02-13
2527.56,2594.661,2520.533,2588.349,6277727900.0,2007-02-14
2607.626,2669.183,2607.626,2668.633,7163132900.0,2007-02-15
2692.67,2717.57,2660.486,2676.735,7590878500.0,2007-02-16
2679.265,2710.301,2641.12,2707.676,7453156000.0,2007-02-26
2717.812,2719.519,2454.918,2457.492,10773680700.0,2007-02-27
2413.422,2554.226,2413.327,2544.571,8282257100.0,2007-02-28
2550.26,2550.328,2439.503,2473.544,8215965500.0,2007-03-01
2468.672,2523.856,2455.819,2508.729,5794680500.0,2007-03-02
2503.816,2541.818,2409.715,2475.606,6851748800.0,2007-03-05
2467.741,2539.453,2452.142,2520.293,5263315300.0,2007-03-06
2532.975,2594.458,2532.148,2589.436,5972094900.0,2007-03-07
2597.715,2628.448,2565.109,2627.63,5538655900.0,2007-03-08
2632.8,2643.809,2587.488,2611.393,7041132600.0,2007-03-09
2612.957,2619.498,2563.367,2616.172,6246892100.0,2007-03-12
2620.715,2641.626,2605.234,2640.169,6578890800.0,2007-03-13
2609.927,2625.123,2546.646,2597.357,6895208800.0,2007-03-14
2595.543,2645.877,2595.543,2645.546,6377848900.0,2007-03-15
2656.009,2665.39,2576.316,2604.226,7533185000.0,2007-03-16
2533.711,2674.798,2523.302,2659.413,7398356600.0,2007-03-19
2669.635,2674.47,2645.25,2672.771,6124972600.0,2007-03-20
2685.925,2702.998,2666.891,2702.597,6461295700.0,2007-03-21
2720.459,2740.28,2702.414,2711.322,8330807400.0,2007-03-22
2710.362,2726.62,2653.794,2716.266,7391191900.0,2007-03-23
2725.397,2764.398,2713.926,2764.034,7607477300.0,2007-03-26
2770.348,2789.967,2753.017,2784.023,8072512700.0,2007-03-27
2787.239,2806.077,2689.114,2797.649,11220997000.0,2007-03-28
2802.377,2830.082,2782.93,2783.305,10656723900.0,2007-03-29
2768.71,2801.945,2753.147,2781.784,6295070600.0,2007-03-30
2793.957,2850.152,2793.957,2850.107,6924788300.0,2007-04-02
2861.898,2888.329,2852.571,2888.115,7701449500.0,2007-04-03
2893.377,2924.676,2875.685,2911.821,7550665800.0,2007-04-04
2909.5,2950.659,2895.416,2945.045,7413899100.0,2007-04-05
2921.727,2977.459,2911.052,2972.008,7910232800.0,2007-04-06
2988.377,3043.06,2988.377,3038.172,9090170500.0,2007-04-09
3053.355,3081.617,2993.114,3081.568,10088834200.0,2007-04-10
3092.085,3121.537,3059.283,3121.319,10166993500.0,2007-04-11
3129.247,3176.69,3114.911,3176.437,9253518600.0,2007-04-12
3182.777,3211.607,3154.106,3169.233,10065311600.0,2007-04-13
3177.303,3256.566,3177.291,3255.998,8792894000.0,2007-04-16
3273.43,3288.166,3182.951,3283.604,10530710500.0,2007-04-17
3294.213,3311.981,3244.934,3304.501,10142670700.0,2007-04-18
3297.946,3297.946,3065.282,3150.303,11527000900.0,2007-04-19
3165.674,3297.41,3165.674,3289.282,9446986900.0,2007-04-20
3330.798,3433.519,3330.798,3431.318,10995899100.0,2007-04-23
3462.48,3490.814,3418.301,3445.196,11464300600.0,2007-04-24
