date,future,index,PF
2020-08-31,4786.0,4816.215,10.36
2020-09-01,4826.0,4842.122,10.29
2020-09-02,4808.2,4843.887,10.18
2020-09-03,4798.6,4817.095,10.12
2020-09-04,4752.8,4770.219,10.07
2020-09-07,4645.6,4669.368,10.01
2020-09-08,4680.8,4694.389,10.05
2020-09-09,4577.2,4584.589,10.01
2020-09-10,4575.2,4581.978,9.96
2020-09-11,4612.6,4627.283,9.92
2020-09-14,4644.8,4651.051,9.9
2020-09-15,4677.6,4688.483,9.86
2020-09-16,4648.2,4657.358,9.86
2020-09-17,4625.6,4632.714,9.83
2020-09-18,4734.8,4737.089,9.94
2020-09-21,4673.6,4691.428,9.84
2020-09-22,4617.8,4635.761,9.7
2020-09-23,4621.2,4652.327,9.63
2020-09-24,4548.4,4563.066,9.5
2020-09-25,4563.4,4570.022,9.47
2020-09-28,4577.0,4581.909,9.46
2020-09-29,4586.2,4591.799,9.43
2020-09-30,4555.4,4587.395,9.39
2020-10-09,4660.4,4681.141,9.42
2020-10-12,4819.6,4823.158,9.59
2020-10-13,4832.2,4839.201,9.54
2020-10-14,4813.6,4807.102,9.53
2020-10-15,4802.6,4798.736,9.62
2020-10-16,4787.6,4791.676,9.72
2020-10-19,4731.6,4755.488,9.65
2020-10-20,4762.0,4793.467,9.58
2020-10-21,4769.6,4792.828,9.7
2020-10-22,4751.0,4777.985,9.65
2020-10-23,4711.0,4718.488,9.7
2020-10-26,4670.0,4691.236,9.6
2020-10-27,4680.6,4699.279,9.48
2020-10-28,4724.2,4737.272,9.4
2020-10-29,4770.4,4772.92,9.37
2020-10-30,4683.6,4695.334,9.26
2020-11-02,4711.0,4720.831,9.25
2020-11-03,4756.8,4777.561,9.3
2020-11-04,4799.2,4813.656,9.34
2020-11-05,4875.0,4885.112,9.36
2020-11-06,4879.8,4885.718,9.39
2020-11-09,4974.4,4981.35,9.43
2020-11-10,4950.0,4953.876,9.46
2020-11-11,4907.4,4904.898,9.56
2020-11-12,4902.6,4908.463,9.43
2020-11-13,4850.6,4856.851,9.36
2020-11-16,4904.6,4904.172,9.45
2020-11-17,4891.6,4894.786,9.53
2020-11-18,4885.6,4891.672,9.7
2020-11-19,4933.6,4927.989,9.74
2020-11-20,4937.2,4943.288,9.67
2020-11-23,4995.0,5005.027,9.9
2020-11-24,4971.8,4974.286,9.85
2020-11-25,4910.0,4910.7,9.81
2020-11-26,4914.0,4919.591,9.98
2020-11-27,4987.8,4980.765,10.2
2020-11-30,4961.2,4960.252,10.06
2020-12-01,5075.0,5067.098,10.3
2020-12-02,5064.4,5067.145,10.25
2020-12-03,5062.2,5057.06,10.24
2020-12-04,5072.4,5065.916,10.17
2020-12-07,5028.2,5022.235,9.99
2020-12-08,5013.8,5009.879,9.98
2020-12-09,4954.0,4942.699,9.91
2020-12-10,4943.8,4940.525,9.82
2020-12-11,4887.4,4889.629,9.7
2020-12-14,4931.8,4934.835,9.75
2020-12-15,4943.6,4945.1,9.71
2020-12-16,4955.0,4953.867,9.65
2020-12-17,5029.8,5017.478,9.77
2020-12-18,4993.0,4999.968,9.76
2020-12-21,5040.8,5046.84,9.75
2020-12-22,4965.0,4964.773,9.61
2020-12-23,5001.8,5007.124,9.55
2020-12-24,5002.6,5000.015,9.55
2020-12-25,5043.4,5042.014,9.58
2020-12-28,5064.2,5064.415,9.57
2020-12-29,5052.2,5042.936,9.53
2020-12-30,5115.8,5113.711,9.5
2020-12-31,5227.0,5211.289,9.68
2021-01-04,5260.0,5267.718,9.69
2021-01-05,5359.8,5368.505,9.68
2021-01-06,5408.4,5417.668,9.82
2021-01-07,5530.0,5513.657,9.81
2021-01-08,5505.4,5495.431,9.83
2021-01-11,5436.8,5441.158,9.69
2021-01-12,5596.8,5596.353,9.78
2021-01-13,5578.6,5577.971,9.84
2021-01-14,5478.4,5470.456,9.87
2021-01-15,5438.6,5458.081,9.92
2021-01-18,5508.0,5518.521,10.08
2021-01-19,5436.4,5437.523,10.16
2021-01-20,5462.6,5476.434,9.98
2021-01-21,5550.0,5564.969,9.97
2021-01-22,5544.8,5569.776,9.79
2021-01-25,5589.0,5625.923,9.72
2021-01-26,5497.6,5512.968,9.68
2021-01-27,5495.0,5528.003,9.73
2021-01-28,5376.0,5377.143,9.66
2021-01-29,5342.4,5351.965,9.96
2021-02-01,5406.0,5417.648,10.44
2021-02-02,5469.6,5501.092,10.22
2021-02-03,5473.8,5485.201,10.26
2021-02-04,5472.2,5473.948,10.28
2021-02-05,5473.8,5483.414,10.72
2021-02-08,5535.8,5564.562,10.72
2021-02-09,5671.4,5686.25,10.68
2021-02-10,5801.0,5807.719,10.69
2021-02-18,5747.2,5768.381,10.83
2021-02-19,5746.2,5778.842,10.97
2021-02-22,5578.0,5597.333,10.71
2021-02-23,5563.6,5579.668,10.78
2021-02-24,5419.6,5437.568,10.6
2021-02-25,5466.8,5469.558,10.8
2021-02-26,5315.0,5336.761,10.54
2021-03-01,5391.2,5418.784,10.58
2021-03-02,5310.0,5349.63,10.47
2021-03-03,5411.0,5452.213,10.92
2021-03-04,5268.6,5280.706,10.88
2021-03-05,5255.4,5262.796,10.86
2021-03-08,5049.6,5080.025,10.75
2021-03-09,4966.2,4970.999,10.73
2021-03-10,4981.0,5003.612,10.72
2021-03-11,5112.0,5128.216,10.9
2021-03-12,5120.0,5146.379,10.9
2021-03-15,5028.8,5035.544,11.12
2021-03-16,5053.2,5079.362,11.11
2021-03-17,5074.2,5100.858,10.92
2021-03-18,5134.8,5141.768,11.03
2021-03-19,5006.0,5007.091,10.65
2021-03-22,5000.6,5057.152,10.75
2021-03-23,4977.4,5009.246,10.78
2021-03-24,4917.4,4928.685,10.68
2021-03-25,4916.6,4926.347,10.63
2021-03-26,5016.4,5037.99,10.62
2021-03-29,5012.0,5046.877,10.48
2021-03-30,5052.0,5094.729,11.01
2021-03-31,5017.2,5048.361,10.99
2021-04-01,5093.6,5110.777,10.89
2021-04-02,5140.8,5161.557,10.76
2021-04-06,5101.0,5140.342,10.7
2021-04-07,5068.0,5103.743,10.65
2021-04-08,5087.8,5112.209,10.66
2021-04-09,5021.6,5035.337,10.59
2021-04-12,4952.2,4947.746,10.73
2021-04-13,4950.6,4939.644,10.76
2021-04-14,4976.8,4980.628,10.59
2021-04-15,4954.0,4948.974,10.43
2021-04-16,4938.4,4966.181,10.54
2021-04-19,5072.8,5087.017,10.58
2021-04-20,5063.8,5083.365,10.5
2021-04-21,5068.0,5098.745,10.58
2021-04-22,5057.2,5089.244,10.43
2021-04-23,5119.4,5135.453,10.43
2021-04-26,5042.0,5077.237,10.3
2021-04-27,5059.2,5090.52,10.27
2021-04-28,5103.6,5119.242,10.25
2021-04-29,5157.6,5164.169,10.54
2021-04-30,5106.8,5123.489,10.05
2021-05-06,5046.0,5061.124,10.1
2021-05-07,4981.6,4996.053,10.03
2021-05-10,4988.6,4992.422,9.95
2021-05-11,5017.6,5023.06,10.05
2021-05-12,5045.6,5044.548,10.12
2021-05-13,4992.8,4992.974,10.09
2021-05-14,5121.4,5110.59,10.19
2021-05-17,5186.2,5184.985,10.21
2021-05-18,5186.8,5187.601,10.22
2021-05-19,5173.0,5172.272,10.12
2021-05-20,5183.8,5186.412,10.16
2021-05-21,5106.4,5134.148,10.09
2021-05-24,5135.2,5155.588,10.09
2021-05-25,5315.8,5318.478,10.32
2021-05-26,5315.8,5320.593,10.35
2021-05-27,5333.0,5338.233,10.29
2021-05-28,5314.0,5321.089,10.35
2021-05-31,5319.8,5331.57,10.27
2021-06-01,5323.0,5341.68,10.19
2021-06-02,5280.8,5289.974,10.22
2021-06-03,5233.2,5255.286,10.23
2021-06-04,5269.2,5282.277,10.23
2021-06-07,5263.8,5277.627,10.23
2021-06-08,5219.8,5232.117,10.31
2021-06-09,5230.6,5236.449,10.21
2021-06-10,5268.6,5271.466,10.23
2021-06-11,5216.2,5224.703,10.17
2021-06-15,5157.2,5166.56,10.03
2021-06-16,5081.0,5080.491,10.05
2021-06-17,5093.0,5101.892,10.04
2021-06-18,5094.6,5102.466,10.1
2021-06-21,5062.2,5090.385,10.04
2021-06-22,5080.2,5122.158,10.0
2021-06-23,5116.6,5147.394,9.99
2021-06-24,5133.6,5155.974,10.02
2021-06-25,5220.0,5239.968,10.08
2021-06-28,5223.0,5251.76,10.01
2021-06-29,5163.8,5190.545,9.98
2021-06-30,5192.6,5224.041,10.0
2021-07-01,5155.6,5229.664,10.03
2021-07-02,5045.2,5081.117,9.93
2021-07-05,5062.0,5085.792,9.92
2021-07-06,5067.0,5083.104,9.99
2021-07-07,5124.2,5140.49,10.03
2021-07-08,5076.4,5088.257,9.94
2021-07-09,5051.0,5069.436,9.91
2021-07-12,5112.0,5132.709,9.91
2021-07-13,5134.0,5142.099,9.96
2021-07-14,5075.0,5083.085,9.83
2021-07-15,5145.8,5151.463,9.94
2021-07-16,5074.4,5094.773,9.98
2021-07-19,5097.8,5113.495,10.01
2021-07-20,5087.2,5108.994,9.99
2021-07-21,5120.8,5144.043,9.55
2021-07-22,5126.2,5151.752,9.64
2021-07-23,5073.2,5089.228,9.58
2021-07-26,4892.0,4925.299,9.34
2021-07-27,4720.4,4751.313,9.15
2021-07-28,4737.6,4760.483,9.21
2021-07-29,4804.8,4850.275,9.12
2021-07-30,4773.6,4811.17,9.03
2021-08-02,4891.4,4933.736,9.13
2021-08-03,4903.4,4934.458,9.12
2021-08-04,4923.2,4978.848,9.07
2021-08-05,4893.4,4948.67,9.05
2021-08-06,4891.6,4921.565,9.08
2021-08-09,4943.2,4985.563,9.17
2021-08-10,5013.2,5043.148,9.2
2021-08-11,4973.4,5015.341,9.21
2021-08-12,4949.0,4973.351,9.17
2021-08-13,4933.4,4945.983,9.18
2021-08-16,4934.2,4941.068,9.22
2021-08-17,4825.8,4837.403,9.19
2021-08-18,4879.0,4894.238,9.33
2021-08-19,4853.0,4862.139,9.23
2021-08-20,4718.0,4769.268,9.27
2021-08-23,4789.8,4835.878,9.2
2021-08-24,4851.8,4888.39,9.21
2021-08-25,4851.2,4898.157,9.19
2021-08-26,4775.8,4801.609,9.14
2021-08-27,4795.2,4827.043,9.17
2021-08-30,4777.0,4813.27,8.96
2021-08-31,4778.4,4805.61,9.05
2021-09-01,4856.4,4869.459,9.18
2021-09-02,4854.2,4869.411,9.23
2021-09-03,4835.2,4843.062,9.24
2021-09-06,4914.0,4933.726,9.21
2021-09-07,4984.4,4992.829,9.34
2021-09-08,4961.0,4972.132,9.34
2021-09-09,4958.8,4970.013,9.3
2021-09-10,5016.8,5013.522,9.41
2021-09-13,4985.2,4991.66,9.39
2021-09-14,4917.2,4917.162,9.21
2021-09-15,4869.8,4867.319,9.19
2021-09-16,4812.6,4807.698,9.12
2021-09-17,4848.2,4855.94,9.11
2021-09-22,4814.6,4821.768,9.03
