back_test_date,cal_beta_date,sto_call_number,hold_period,Margin_ratio,beta,Hedge_return,PF_retrun,Future_return
80,190,200000,5,0.1,0.45084359721347356,-6928.195582056677,-14500.0,7571.8044179433255
80,190,200000,10,0.1,0.45084359721347356,-2921.4088868532363,-14249.999999999964,11328.591113146726
80,190,200000,15,0.1,0.45084359721347356,5589.983254566458,-1999.9999999998859,7589.983254566345
80,190,200000,20,0.1,0.45084359721347356,8547.417556915596,-2499.999999999857,11047.417556915454
80,200,200000,5,0.1,0.4506255703611562,-6931.857288009273,-14500.0,7568.142711990729
80,200,200000,10,0.1,0.4506255703611562,-2926.8873655914413,-14249.999999999964,11323.11263440852
80,200,200000,15,0.1,0.4506255703611562,5586.31275737328,-1999.9999999998859,7586.312757373166
80,200,200000,20,0.1,0.4506255703611562,8542.075053016113,-2499.999999999857,11042.075053015971
90,10,200000,5,0.1,0.9662309210759638,-4660.950980344091,-2333.3333333333226,-2327.617647010769
90,10,200000,10,0.1,0.9662309210759638,-21037.929919494112,9333.333333333292,-30371.263252827404
90,10,200000,15,0.1,0.9662309210759638,-18952.638697518207,16666.666666666606,-35619.30536418481
90,10,200000,20,0.1,0.9662309210759638,-13983.698334695751,5499.999999999971,-19483.69833469572
90,20,200000,5,0.1,0.6473688293150176,-3892.822973305083,-2333.3333333333226,-1559.4896399717602
90,20,200000,10,0.1,0.6473688293150176,-11015.227976324213,9333.333333333292,-20348.561309657507
90,20,200000,15,0.1,0.6473688293150176,-7198.050878233403,16666.666666666606,-23864.71754490001
90,20,200000,20,0.1,0.6473688293150176,-7553.959158762347,5499.999999999971,-13053.959158762318
90,30,200000,5,0.1,0.36108952161618113,-3203.1857923382254,-2333.3333333333226,-869.8524590049024
90,30,200000,10,0.1,0.36108952161618113,-2016.6914688437407,9333.333333333292,-11350.024802177033
90,30,200000,15,0.1,0.36108952161618113,3355.399500913181,16666.666666666606,-13311.267165753428
90,30,200000,20,0.1,0.36108952161618113,-1781.2400819826162,5499.999999999971,-7281.240081982589
90,40,200000,5,0.1,0.5446748975978065,-3645.4367610736217,-2333.3333333333226,-1312.1034277402985
90,40,200000,10,0.1,0.5446748975978065,-7787.278666672496,9333.333333333292,-17120.61200000579
90,40,200000,15,0.1,0.5446748975978065,-3412.3238505672,16666.666666666606,-20078.990517233808
90,40,200000,20,0.1,0.5446748975978065,-5483.173032238998,5499.999999999971,-10983.17303223897
90,50,200000,5,0.1,0.4612254647629985,-3444.409896519295,-2333.3333333333226,-1111.076563185973
90,50,200000,10,0.1,0.4612254647629985,-5164.236247265349,9333.333333333292,-14497.569580598642
