,date,open,high,low,close,volume,return_rate
565,2019-05-20,3622.4,3625.6,3551.2,3587.8,118242,-0.008182672637806135
566,2019-05-21,3597.8,3673.6,3590.8,3625.2,124865,0.010424215396621783
567,2019-05-22,3629.2,3642.0,3590.6,3622.0,100564,-0.0008827099194526697
568,2019-05-23,3603.6,3607.4,3545.8,3557.6,111869,-0.017780231916068496
569,2019-05-24,3571.0,3606.0,3553.0,3569.4,111611,0.003316842815381207
570,2019-05-27,3574.2,3630.0,3525.0,3607.2,130273,0.010590015128592964
571,2019-05-28,3605.4,3658.4,3603.8,3626.0,110841,0.005211798624972328
572,2019-05-29,3614.8,3671.4,3608.2,3627.4,104406,0.0003861003861004112
573,2019-05-30,3630.8,3632.0,3568.0,3619.4,112926,-0.002205436400727794
574,2019-05-31,3613.2,3653.6,3591.0,3594.8,113056,-0.006796706636459056
575,2019-06-03,3620.2,3661.6,3582.0,3613.8,126250,0.005285412262156448
576,2019-06-04,3613.0,3620.8,3565.6,3586.2,95593,-0.007637390004981007
577,2019-06-05,3618.0,3623.0,3573.0,3574.6,103624,-0.003234621605041523
