日期,利率,涨跌,品类
2021-05-14,0.1226,-0.312,2月
2021-05-13,0.1258,-0.275,2月
2021-05-12,0.1285,0.137,2月
2021-05-11,0.1271,-0.537,2月
2021-05-10,0.1325,0.412,2月
2021-05-07,0.1284,-0.662,2月
2021-05-06,0.135,-0.675,2月
2021-05-05,0.1418,-0.55,2月
2021-05-04,0.1473,0.312,2月
2021-04-30,0.1441,0.0,2月
2021-04-29,0.1441,-0.325,2月
2021-04-28,0.1474,0.188,2月
2021-04-27,0.1455,0.325,2月
2021-04-26,0.1423,0.0,2月
2021-04-23,0.1423,-0.788,2月
2021-04-22,0.1501,-0.287,2月
2021-04-21,0.153,0.062,2月
2021-04-20,0.1524,0.45,2月
2021-04-19,0.1479,-0.362,2月
2021-04-16,0.1515,0.15,2月
2021-04-15,0.15,0.112,2月
2021-04-14,0.1489,0.65,2月
2021-04-13,0.1424,-0.05,2月
2021-04-12,0.1429,-0.362,2月
2021-04-09,0.1465,-0.125,2月
2021-04-08,0.1478,0.212,2月
2021-04-07,0.1456,0.15,2月
2021-04-06,0.1441,0.888,2月
2021-04-01,0.1353,0.162,2月
2021-03-31,0.1336,0.213,2月
2021-03-30,0.1315,-0.35,2月
2021-03-29,0.135,-0.238,2月
2021-03-26,0.1374,-0.037,2月
2021-03-25,0.1378,0.412,2月
2021-03-24,0.1336,-0.037,2月
2021-03-23,0.134,-0.713,2月
2021-03-22,0.1411,-0.725,2月
2021-03-19,0.1484,0.15,2月
2021-03-18,0.1469,0.125,2月
2021-03-17,0.1456,0.538,2月
2021-03-16,0.1403,0.225,2月
2021-03-15,0.138,0.125,2月
2021-03-12,0.1368,-0.05,2月
2021-03-11,0.1373,-0.55,2月
2021-03-10,0.1428,0.1,2月
2021-03-09,0.1418,0.087,2月
2021-03-08,0.1409,-0.525,2月
2021-03-05,0.1461,0.075,2月
2021-03-04,0.1454,-0.112,2月
2021-03-03,0.1465,-0.163,2月
2021-03-02,0.1481,0.363,2月
2021-03-01,0.1445,-0.3,2月
2021-02-26,0.1475,-0.2,2月
2021-02-25,0.1495,-0.063,2月
2021-02-24,0.1501,-0.2,2月
2021-02-23,0.1521,0.4,2月
2021-02-22,0.1481,-0.037,2月
2021-02-19,0.1485,-0.388,2月
2021-02-18,0.1524,0.425,2月
2021-02-17,0.1481,-0.562,2月
2021-02-16,0.1538,0.287,2月
2021-02-15,0.1509,0.013,2月
2021-02-12,0.1508,-0.113,2月
2021-02-11,0.1519,-0.175,2月
2021-02-10,0.1536,-0.287,2月
2021-02-09,0.1565,0.062,2月
2021-02-08,0.1559,0.025,2月
2021-02-05,0.1556,-0.087,2月
2021-02-04,0.1565,-0.413,2月
2021-02-03,0.1606,0.525,2月
2021-02-02,0.1554,0.313,2月
2021-02-01,0.1523,-0.838,2月
2021-01-29,0.1606,-0.325,2月
2021-01-28,0.1639,0.538,2月
2021-01-27,0.1585,0.087,2月
2021-01-26,0.1576,-0.062,2月
2021-01-25,0.1583,-0.213,2月
2021-01-22,0.1604,-0.512,2月
2021-01-21,0.1655,-0.388,2月
2021-01-20,0.1694,0.325,2月
2021-01-19,0.1661,-0.4,2月
2021-01-18,0.1701,0.425,2月
2021-01-15,0.1659,-0.525,2月
2021-01-14,0.1711,-0.962,2月
2021-01-13,0.1808,-0.488,2月
2021-01-12,0.1856,0.888,2月
2021-01-11,0.1768,1.1,2月
2021-01-08,0.1658,-0.675,2月
2021-01-07,0.1725,-1.15,2月
2021-01-06,0.184,0.175,2月
2021-01-05,0.1823,-0.813,2月
2021-01-04,0.1904,0.0,2月
2020-12-31,0.1904,1.275,2月
2020-12-30,0.1776,-1.275,2月
2020-12-29,0.1904,0.813,2月
2020-12-24,0.1823,-1.175,2月
2020-12-23,0.194,0.887,2月
2020-12-22,0.1851,-0.7,2月
2020-12-21,0.1921,0.175,2月
2020-12-18,0.1904,-0.35,2月
2020-12-17,0.1939,0.825,2月
2020-12-16,0.1856,0.638,2月
2020-12-15,0.1793,0.587,2月
2020-12-14,0.1734,-0.325,2月
2020-12-11,0.1766,-0.912,2月
2020-12-10,0.1858,-0.813,2月
2020-12-09,0.1939,0.338,2月
2020-12-08,0.1905,0.875,2月
2020-12-07,0.1818,-0.788,2月
2020-12-03,0.1896,0.163,2月
2020-12-02,0.188,0.537,2月
2020-12-01,0.1826,0.2,2月
2020-11-30,0.1806,-0.212,2月
2020-11-27,0.1828,0.362,2月
2020-11-26,0.1791,0.025,2月
2020-11-25,0.1789,0.188,2月
2020-11-24,0.177,0.4,2月
2020-11-23,0.173,-0.088,2月
2020-11-20,0.1739,-0.225,2月
2020-11-19,0.1761,-0.55,2月
2020-11-18,0.1816,-0.325,2月
2020-11-17,0.1849,1.088,2月
2020-11-16,0.174,0.5,2月
2020-11-13,0.169,-0.538,2月
2020-11-12,0.1744,-0.012,2月
2020-11-11,0.1745,0.25,2月
2020-11-10,0.172,0.2,2月
2020-11-09,0.17,-0.2,2月
2020-11-06,0.172,0.037,2月
2020-11-05,0.1716,0.15,2月
2020-11-04,0.1701,-0.575,2月
2020-11-03,0.1759,0.1,2月
2020-11-02,0.1749,-0.075,2月
2020-10-30,0.1756,0.938,2月
2020-10-29,0.1663,-0.013,2月
2020-10-28,0.1664,-0.362,2月
2020-10-27,0.17,-0.925,2月
2020-10-26,0.1793,-0.875,2月
2020-10-23,0.188,0.175,2月
2020-10-22,0.1863,0.362,2月
2020-10-21,0.1826,-0.625,2月
2020-10-20,0.1889,1.375,2月
2020-10-19,0.1751,-0.275,2月
2020-10-16,0.1779,-0.762,2月
2020-10-15,0.1855,-0.113,2月
2020-10-14,0.1866,0.575,2月
2020-10-13,0.1809,-0.425,2月
2020-10-12,0.1851,0.75,2月
2020-10-09,0.1776,-0.225,2月
2020-10-08,0.1799,1.1,2月
2020-10-07,0.1689,-0.087,2月
2020-10-06,0.1698,-0.288,2月
2020-10-05,0.1726,-0.775,2月
2020-10-02,0.1804,-1.187,2月
2020-10-01,0.1923,-0.163,2月
2020-09-30,0.1939,0.325,2月
2020-09-29,0.1906,0.213,2月
2020-09-28,0.1885,0.412,2月
2020-09-25,0.1844,-0.212,2月
2020-09-24,0.1865,0.662,2月
2020-09-23,0.1799,-0.625,2月
2020-09-22,0.1861,0.813,2月
2020-09-21,0.178,-0.888,2月
2020-09-18,0.1869,-0.225,2月
2020-09-17,0.1891,-0.25,2月
2020-09-16,0.1916,-0.462,2月
2020-09-15,0.1963,-0.4,2月
2020-09-14,0.2003,0.237,2月
2020-09-11,0.1979,0.025,2月
2020-09-10,0.1976,-0.687,2月
2020-09-09,0.2045,0.037,2月
2020-09-08,0.2041,2.088,2月
2020-09-07,0.1833,-0.163,2月
2020-09-04,0.1849,-1.075,2月
2020-09-03,0.1956,-0.375,2月
2020-09-02,0.1994,-0.325,2月
2020-09-01,0.2026,1.7,2月
2020-08-28,0.1856,-0.687,2月
2020-08-27,0.1925,0.45,2月
2020-08-26,0.188,-0.238,2月
2020-08-25,0.1904,0.2,2月
2020-08-24,0.1884,-2.512,2月
2020-08-21,0.2135,0.862,2月
2020-08-20,0.2049,-0.737,2月
2020-08-19,0.2123,0.95,2月
2020-08-18,0.2028,-0.613,2月
2020-08-17,0.2089,0.213,2月
2020-08-14,0.2068,-0.45,2月
2020-08-13,0.2113,-1.088,2月
2020-08-12,0.2221,-0.225,2月
2020-08-11,0.2244,0.45,2月
2020-08-10,0.2199,-0.675,2月
2020-08-07,0.2266,-0.15,2月
2020-08-06,0.2281,0.513,2月
2020-08-05,0.223,0.25,2月
2020-08-04,0.2205,1.837,2月
2020-08-03,0.2021,0.6,2月
2020-07-31,0.1961,-0.912,2月
2020-07-30,0.2053,-0.825,2月
2020-07-29,0.2135,-0.538,2月
2020-07-28,0.2189,0.775,2月
2020-07-27,0.2111,-0.662,2月
2020-07-24,0.2178,-0.238,2月
2021-10-08,0.1211,-0.975,3月
2021-09-29,0.1309,-0.062,3月
2021-09-28,0.1315,-0.025,3月
2021-09-27,0.1318,-0.05,3月
2021-09-24,0.1323,0.0,3月
2021-09-23,0.1323,0.3,3月
2021-09-22,0.1293,0.087,3月
2021-09-21,0.1284,0.3,3月
2021-09-20,0.1254,0.15,3月
2021-09-17,0.1239,0.188,3月
2021-09-16,0.122,0.2,3月
2021-09-15,0.12,0.2,3月
2021-09-14,0.118,0.2,3月
2021-09-13,0.116,0.025,3月
2021-09-10,0.1158,0.162,3月
2021-09-09,0.1141,-0.162,3月
2021-09-08,0.1158,-0.025,3月
2021-09-07,0.116,0.137,3月
2021-09-06,0.1146,-0.087,3月
2021-09-03,0.1155,-0.213,3月
2021-09-02,0.1176,-0.125,3月
2021-09-01,0.1189,-0.075,3月
2021-08-31,0.1196,-0.025,3月
2021-08-27,0.1199,-0.087,3月
2021-08-26,0.1208,-0.3,3月
2021-08-25,0.1238,0.2,3月
2021-08-24,0.1218,-0.75,3月
2021-08-23,0.1293,0.087,3月
2021-08-20,0.1284,-0.237,3月
2021-08-19,0.1308,-0.013,3月
2021-08-18,0.1309,0.363,3月
2021-08-17,0.1273,0.275,3月
2021-08-16,0.1245,0.025,3月
2021-08-13,0.1243,-0.05,3月
2021-08-12,0.1248,0.35,3月
2021-08-11,0.1213,-0.15,3月
2021-08-10,0.1228,-0.45,3月
2021-08-09,0.1273,-0.113,3月
2021-08-06,0.1284,0.3,3月
2021-08-05,0.1254,0.363,3月
2021-08-04,0.1218,0.037,3月
2021-08-03,0.1214,-0.237,3月
2021-08-02,0.1238,0.6,3月
2021-07-30,0.1178,-0.8,3月
2021-07-29,0.1258,-0.275,3月
2021-07-28,0.1285,-0.113,3月
2021-07-27,0.1296,-0.2,3月
2021-07-26,0.1316,0.275,3月
2021-07-23,0.1289,0.363,3月
2021-07-22,0.1253,-1.263,3月
2021-07-21,0.1379,-0.037,3月
2021-07-20,0.1383,0.4,3月
2021-07-19,0.1343,0.0,3月
2021-07-16,0.1343,0.037,3月
2021-07-15,0.1339,0.75,3月
2021-07-14,0.1264,0.025,3月
2021-07-13,0.1261,-0.675,3月
2021-07-12,0.1329,0.425,3月
2021-07-09,0.1286,0.963,3月
2021-07-08,0.119,-0.488,3月
2021-07-07,0.1239,-1.1,3月
2021-07-06,0.1349,-0.312,3月
2021-07-05,0.138,0.012,3月
2021-07-02,0.1379,-0.687,3月
2021-07-01,0.1448,-0.1,3月
2021-06-30,0.1458,0.087,3月
2021-06-29,0.1449,-0.237,3月
2021-06-28,0.1473,0.125,3月
2021-06-25,0.146,0.0,3月
2021-06-24,0.146,-0.125,3月
2021-06-23,0.1473,1.35,3月
2021-06-22,0.1338,-0.413,3月
2021-06-21,0.1379,0.3,3月
2021-06-18,0.1349,0.038,3月
2021-06-17,0.1345,1.0,3月
2021-06-16,0.1245,-0.025,3月
2021-06-15,0.1248,0.675,3月
2021-06-14,0.118,-0.088,3月
2021-06-11,0.1189,-0.012,3月
2021-06-10,0.119,-0.575,3月
2021-06-09,0.1248,-0.325,3月
2021-06-08,0.128,0.487,3月
2021-06-07,0.1231,-0.512,3月
2021-06-04,0.1283,-0.25,3月
2021-06-03,0.1308,-0.325,3月
2021-06-02,0.134,0.55,3月
2021-06-01,0.1285,-0.288,3月
2021-05-28,0.1314,-0.325,3月
2021-05-27,0.1346,-0.037,3月
2021-05-26,0.135,-0.35,3月
2021-05-25,0.1385,-0.238,3月
2021-05-24,0.1409,-0.612,3月
2021-05-21,0.147,-0.313,3月
2021-05-20,0.1501,0.088,3月
2021-05-19,0.1493,-0.6,3月
2021-05-18,0.1553,0.562,3月
2021-05-17,0.1496,-0.55,3月
2021-05-14,0.1551,-0.075,3月
2021-05-13,0.1559,0.175,3月
2021-05-12,0.1541,-0.612,3月
2021-05-11,0.1603,-0.725,3月
2021-05-10,0.1675,0.762,3月
2021-05-07,0.1599,-0.212,3月
2021-05-06,0.162,-0.788,3月
2021-05-05,0.1699,-0.55,3月
2021-05-04,0.1754,-0.1,3月
2021-04-30,0.1764,0.075,3月
2021-04-29,0.1756,-0.987,3月
2021-04-28,0.1855,0.837,3月
2021-04-27,0.1771,-0.687,3月
2021-04-26,0.184,0.262,3月
2021-04-23,0.1814,0.563,3月
2021-04-22,0.1758,0.287,3月
2021-04-21,0.1729,-1.087,3月
2021-04-20,0.1838,-0.225,3月
2021-04-19,0.186,-0.225,3月
2021-04-16,0.1883,-0.15,3月
2021-04-15,0.1898,0.612,3月
2021-04-14,0.1836,-0.012,3月
2021-04-13,0.1838,-0.2,3月
2021-04-12,0.1858,-0.175,3月
2021-04-09,0.1875,-0.025,3月
2021-04-08,0.1878,-0.588,3月
2021-04-07,0.1936,-0.375,3月
2021-04-06,0.1974,-0.237,3月
2021-04-01,0.1998,0.55,3月
2021-03-31,0.1943,-0.738,3月
2021-03-30,0.2016,-0.087,3月
2021-03-29,0.2025,0.35,3月
2021-03-26,0.199,0.6,3月
2021-03-25,0.193,-0.213,3月
2021-03-24,0.1951,-0.55,3月
2021-03-23,0.2006,1.013,3月
2021-03-22,0.1905,-0.638,3月
2021-03-19,0.1969,1.025,3月
2021-03-18,0.1866,-0.3,3月
2021-03-17,0.1896,-0.037,3月
2021-03-16,0.19,0.8,3月
2021-03-15,0.182,-0.75,3月
2021-03-12,0.1895,0.562,3月
2021-03-11,0.1839,-0.025,3月
2021-03-10,0.1841,0.688,3月
2021-03-09,0.1773,-0.525,3月
2021-03-08,0.1825,-0.288,3月
2021-03-05,0.1854,0.988,3月
2021-03-04,0.1755,-1.825,3月
2021-03-03,0.1938,1.037,3月
2021-03-02,0.1834,-0.087,3月
2021-03-01,0.1843,-0.413,3月
2021-02-26,0.1884,-0.212,3月
2021-02-25,0.1905,0.075,3月
2021-02-24,0.1898,0.225,3月
2021-02-23,0.1875,1.2,3月
2021-02-22,0.1755,0.025,3月
2021-02-19,0.1753,-0.713,3月
2021-02-18,0.1824,0.1,3月
2021-02-17,0.1814,-0.725,3月
2021-02-16,0.1886,-0.287,3月
2021-02-15,0.1915,-0.225,3月
2021-02-12,0.1938,-0.388,3月
2021-02-11,0.1976,-0.325,3月
2021-02-10,0.2009,-0.162,3月
2021-02-09,0.2025,0.712,3月
2021-02-08,0.1954,0.45,3月
2021-02-05,0.1909,-0.175,3月
2021-02-04,0.1926,-0.25,3月
2021-02-03,0.1951,0.288,3月
2021-02-02,0.1923,-0.325,3月
2021-02-01,0.1955,-0.638,3月
2021-01-29,0.2019,-0.312,3月
2021-01-28,0.205,-0.65,3月
2021-01-27,0.2115,-0.7,3月
2021-01-26,0.2185,0.562,3月
2021-01-25,0.2129,-0.237,3月
2021-01-22,0.2153,-0.25,3月
2021-01-21,0.2178,-0.463,3月
2021-01-20,0.2224,-0.125,3月
2021-01-19,0.2236,-0.037,3月
2021-01-18,0.224,0.062,3月
2021-01-15,0.2234,-0.225,3月
2021-01-14,0.2256,-1.562,3月
2021-01-13,0.2413,0.75,3月
2021-01-12,0.2338,0.925,3月
2021-01-11,0.2245,0.012,3月
2021-01-08,0.2244,-0.037,3月
2021-01-07,0.2248,-0.925,3月
2021-01-06,0.234,-0.288,3月
2021-01-05,0.2369,-0.037,3月
2021-01-04,0.2373,-0.113,3月
2020-12-31,0.2384,0.088,3月
2020-12-30,0.2375,-1.638,3月
2020-12-29,0.2539,1.375,3月
2020-12-24,0.2401,-1.087,3月
2020-12-23,0.251,1.287,3月
2020-12-22,0.2381,-0.675,3月
2020-12-21,0.2449,0.913,3月
2020-12-18,0.2358,-0.288,3月
2020-12-17,0.2386,0.225,3月
2020-12-16,0.2364,0.763,3月
2020-12-15,0.2288,0.95,3月
2020-12-14,0.2193,0.275,3月
2020-12-11,0.2165,-0.3,3月
2020-12-10,0.2195,-0.113,3月
2020-12-09,0.2206,-0.937,3月
2020-12-08,0.23,-0.038,3月
2020-12-07,0.2304,0.5,3月
2020-12-03,0.2254,-0.512,3月
2020-12-02,0.2305,-0.15,3月
2020-12-01,0.232,0.437,3月
2020-11-30,0.2276,0.225,3月
2020-11-27,0.2254,0.1,3月
2020-11-26,0.2244,-0.862,3月
2020-11-25,0.233,0.075,3月
2020-11-24,0.2323,2.575,3月
2020-11-23,0.2065,0.162,3月
2020-11-20,0.2049,-0.775,3月
2020-11-19,0.2126,-1.112,3月
2020-11-18,0.2238,-0.725,3月
2020-11-17,0.231,1.062,3月
2020-11-16,0.2204,-0.162,3月
2020-11-13,0.222,0.1,3月
2020-11-12,0.221,0.037,3月
2020-11-11,0.2206,0.7,3月
2020-11-10,0.2136,0.863,3月
2020-11-09,0.205,-0.088,3月
2020-11-06,0.2059,-0.712,3月
2020-11-05,0.213,-1.925,3月
2020-11-04,0.2323,0.75,3月
2020-11-03,0.2248,0.462,3月
2020-11-02,0.2201,0.438,3月
2020-10-30,0.2158,0.137,3月
2020-10-29,0.2144,0.0,3月
2020-10-28,0.2144,0.113,3月
2020-10-27,0.2133,-0.9,3月
2020-10-26,0.2223,0.575,3月
2020-10-23,0.2165,0.175,3月
2020-10-22,0.2148,0.562,3月
2020-10-21,0.2091,-0.662,3月
2020-10-20,0.2158,0.712,3月
2020-10-19,0.2086,-0.975,3月
2020-10-16,0.2184,0.063,3月
2020-10-15,0.2178,-1.238,3月
2020-10-14,0.2301,-0.675,3月
2020-10-13,0.2369,0.8,3月
2020-10-12,0.2289,0.475,3月
2020-10-09,0.2241,0.363,3月
2020-10-08,0.2205,-0.9,3月
2020-10-07,0.2295,-0.025,3月
2020-10-06,0.2298,0.95,3月
2020-10-05,0.2203,-1.325,3月
2020-10-02,0.2335,-0.05,3月
2020-10-01,0.234,0.012,3月
2020-09-30,0.2339,0.875,3月
2020-09-29,0.2251,0.475,3月
2020-09-28,0.2204,0.25,3月
2020-09-25,0.2179,-1.537,3月
2020-09-24,0.2333,0.825,3月
2020-09-23,0.225,0.25,3月
2020-09-22,0.2225,-0.075,3月
2020-09-21,0.2233,-0.213,3月
2020-09-18,0.2254,-0.2,3月
2020-09-17,0.2274,-0.587,3月
2020-09-16,0.2333,-1.288,3月
2020-09-15,0.2461,0.888,3月
2020-09-14,0.2373,-1.313,3月
2020-09-11,0.2504,0.125,3月
2020-09-10,0.2491,-0.112,3月
2020-09-09,0.2503,0.075,3月
2020-09-08,0.2495,0.775,3月
2020-09-07,0.2418,-0.625,3月
2020-09-04,0.248,-0.15,3月
2020-09-03,0.2495,-0.175,3月
2020-09-02,0.2513,0.012,3月
2020-09-01,0.2511,1.025,3月
2020-08-28,0.2409,-0.512,3月
2020-08-27,0.246,-0.988,3月
2020-08-26,0.2559,0.488,3月
2020-08-25,0.251,1.725,3月
2020-08-24,0.2338,-1.625,3月
2020-08-21,0.25,-0.613,3月
2020-08-20,0.2561,0.925,3月
2020-08-19,0.2469,-0.612,3月
2020-08-18,0.253,-1.475,3月
2020-08-17,0.2678,-0.263,3月
2020-08-14,0.2704,-0.975,3月
2020-08-13,0.2801,1.538,3月
2020-08-12,0.2648,1.125,3月
2020-08-11,0.2535,-0.338,3月
2020-08-10,0.2569,0.438,3月
2020-08-07,0.2525,0.925,3月
2020-08-06,0.2433,0.125,3月
2020-08-05,0.242,-0.65,3月
2020-08-04,0.2485,-0.05,3月
2020-08-03,0.249,0.025,3月
2020-07-31,0.2488,-0.225,3月
2020-07-30,0.251,-0.963,3月
2020-07-29,0.2606,-0.762,3月
2020-07-28,0.2683,-0.138,3月
2020-07-27,0.2696,2.288,3月
2020-07-24,0.2468,0.225,3月
2014-01-22,0.3341,0.0,8月
2014-01-21,0.3341,0.0,8月
2014-01-20,0.3341,-0.05,8月
2014-01-17,0.3346,0.0,8月
2014-01-16,0.3346,-0.1,8月
2014-01-15,0.3356,0.01,8月
2014-01-14,0.3355,-0.89,8月
2014-01-10,0.3444,0.05,8月
2014-01-09,0.3439,-0.13,8月
2014-01-08,0.3452,0.05,8月
2014-01-07,0.3447,0.02,8月
2014-01-06,0.3445,-0.07,8月
2014-01-03,0.3452,-0.12,8月
2014-01-02,0.3464,-0.16,8月
2013-12-31,0.348,-0.05,8月
2013-12-30,0.3485,-0.05,8月
2013-12-27,0.349,-0.04,8月
2013-12-24,0.3494,0.0,8月
2013-12-23,0.3494,-0.1,8月
2013-12-20,0.3504,0.25,8月
2013-12-19,0.3479,0.1,8月
2013-12-18,0.3469,-0.1,8月
2013-12-17,0.3479,0.25,8月
2013-12-16,0.3454,0.0,8月
2013-12-13,0.3454,0.13,8月
2013-12-12,0.3441,0.03,8月
2013-12-11,0.3438,-0.02,8月
2013-12-10,0.344,0.2,8月
2013-12-09,0.342,-0.25,8月
2013-12-06,0.3445,-0.15,8月
2013-12-05,0.346,0.15,8月
2013-12-04,0.3445,0.0,8月
2013-12-03,0.3445,-0.18,8月
2013-12-02,0.3463,-0.05,8月
2013-11-29,0.3468,0.13,8月
2013-11-28,0.3455,-0.05,8月
2013-11-27,0.346,0.19,8月
2013-11-26,0.3441,-0.08,8月
2013-11-25,0.3449,-0.1,8月
2013-11-22,0.3459,-0.1,8月
2013-11-21,0.3469,-0.3,8月
2013-11-20,0.3499,-0.2,8月
2013-11-19,0.3519,0.05,8月
2013-11-18,0.3514,0.0,8月
2013-11-15,0.3514,-0.21,8月
2013-11-14,0.3535,-0.19,8月
2013-11-13,0.3554,0.055,8月
2013-11-12,0.3549,0.025,8月
2013-11-11,0.3546,0.01,8月
2013-11-08,0.3545,0.025,8月
2013-11-07,0.3543,0.05,8月
2013-11-06,0.3538,0.215,8月
2013-11-05,0.3516,-0.115,8月
2013-11-04,0.3528,-0.075,8月
2013-11-01,0.3535,-0.14,8月
2013-10-31,0.3549,0.0,8月
2013-10-30,0.3549,-0.05,8月
2013-10-29,0.3554,0.16,8月
2013-10-28,0.3538,-0.01,8月
2013-10-25,0.3539,-0.23,8月
2013-10-24,0.3562,0.05,8月
2013-10-23,0.3557,-0.27,8月
2013-10-22,0.3584,0.0,8月
2013-10-21,0.3584,-0.15,8月
2013-10-18,0.3599,0.05,8月
2013-10-17,0.3594,-0.5,8月
2013-10-16,0.3644,0.1,8月
2013-10-15,0.3634,-0.1,8月
2013-10-14,0.3644,0.1,8月
2013-10-11,0.3634,-0.275,8月
2013-10-10,0.3662,15.401,8月
2013-10-09,0.2121,-15.401,8月
2013-10-08,0.3662,0.04,8月
2013-10-07,0.3658,0.025,8月
2013-10-03,0.3655,-0.1,8月
2013-09-27,0.3665,-0.1,8月
2013-09-26,0.3675,-0.1,8月
2013-09-25,0.3685,-0.1,8月
2013-09-24,0.3695,-0.49,8月
2013-09-19,0.3744,-0.45,8月
2013-09-18,0.3789,0.25,8月
2013-09-17,0.3764,-0.35,8月
2013-09-16,0.3799,-0.35,8月
2013-09-13,0.3834,-0.1,8月
2013-09-12,0.3844,-0.2,8月
2013-09-11,0.3864,-0.1,8月
2013-09-10,0.3874,0.0,8月
2013-09-09,0.3874,-0.325,8月
2013-09-06,0.3907,-0.175,8月
2013-09-04,0.3924,-0.11,8月
2013-09-02,0.3935,0.05,8月
2013-08-30,0.393,0.0,8月
2013-08-29,0.393,0.0,8月
2013-08-28,0.393,-0.05,8月
2013-08-27,0.3935,-0.25,8月
2013-08-23,0.396,-0.05,8月
2013-08-22,0.3965,0.2,8月
2013-08-20,0.3945,0.0,8月
2013-08-19,0.3945,0.0,8月
2013-08-16,0.3945,0.0,8月
2013-08-15,0.3945,-0.1,8月
2013-08-14,0.3955,0.0,8月
2013-08-13,0.3955,0.0,8月
2013-08-12,0.3955,0.1,8月
2013-08-09,0.3945,-0.05,8月
2013-08-08,0.395,-0.05,8月
2013-08-07,0.3955,0.0,8月
2013-08-06,0.3955,-0.1,8月
2013-08-02,0.3965,-0.05,8月
2013-08-01,0.397,0.05,8月
2013-07-31,0.3965,-0.05,8月
2013-07-30,0.397,0.15,8月
2013-07-29,0.3955,0.0,8月
2013-07-26,0.3955,-0.1,8月
2013-07-25,0.3965,0.0,8月
2013-07-24,0.3965,0.0,8月
2013-07-23,0.3965,0.0,8月
2013-07-22,0.3965,-0.1,8月
2013-07-19,0.3975,-0.05,8月
2013-07-18,0.398,-0.2,8月
2013-07-17,0.4,-0.35,8月
2013-07-15,0.4035,0.15,8月
2013-07-12,0.402,-0.2,8月
2013-07-11,0.404,-0.44,8月
2013-07-09,0.4084,-0.2,8月
2013-07-08,0.4104,0.05,8月
2013-07-05,0.4099,-0.45,8月
2013-07-04,0.4144,-0.011,8月
2013-07-03,0.4145,-9.769,8月
2013-05-31,0.5122,0.0,8月
2013-05-30,0.5122,0.0,8月
2013-05-29,0.5122,0.4,8月
2013-05-28,0.5082,-0.22,8月
2013-05-24,0.5104,0.0,8月
2013-05-23,0.5104,-0.1,8月
2013-05-22,0.5114,0.0,8月
2013-05-21,0.5114,0.0,8月
2013-05-20,0.5114,-0.1,8月
2013-05-17,0.5124,-0.05,8月
2013-05-16,0.5129,-0.2,8月
2013-05-15,0.5149,-0.25,8月
2013-05-14,0.5174,-0.3,8月
2013-05-13,0.5204,-0.1,8月
2013-05-10,0.5214,-0.1,8月
2013-05-09,0.5224,-0.08,8月
2013-05-08,0.5232,0.0,8月
2013-05-07,0.5232,0.05,8月
2013-05-03,0.5227,-0.12,8月
2013-05-02,0.5239,0.0,8月
2013-05-01,0.5239,-0.05,8月
2013-04-30,0.5244,-0.45,8月
2013-04-29,0.5289,-0.15,8月
2013-04-26,0.5304,0.0,8月
2013-04-25,0.5304,0.0,8月
2013-04-24,0.5304,0.0,8月
2013-04-23,0.5304,-0.15,8月
2013-04-22,0.5319,-0.05,8月
2013-04-19,0.5324,0.05,8月
2013-04-18,0.5319,0.0,8月
2013-04-17,0.5319,-0.3,8月
2013-04-16,0.5349,-0.15,8月
2013-04-15,0.5364,0.0,8月
2013-04-12,0.5364,-0.05,8月
2013-04-11,0.5369,-0.1,8月
2013-04-10,0.5379,-0.1,8月
2013-04-09,0.5389,-0.1,8月
2013-04-08,0.5399,-0.1,8月
2013-04-05,0.5409,-0.1,8月
2013-04-04,0.5419,-0.05,8月
2013-04-03,0.5424,-0.15,8月
2013-04-02,0.5439,-0.3,8月
2013-03-28,0.5469,0.0,8月
2013-03-27,0.5469,-0.1,8月
2013-03-26,0.5479,0.0,8月
2013-03-25,0.5479,-0.35,8月
2013-03-22,0.5514,0.2,8月
2013-03-21,0.5494,-0.05,8月
2013-03-20,0.5499,0.1,8月
2013-03-19,0.5489,0.1,8月
2013-03-18,0.5479,0.05,8月
2013-03-15,0.5474,0.0,8月
2013-03-14,0.5474,0.0,8月
2013-03-13,0.5474,-0.2,8月
2013-03-12,0.5494,-0.1,8月
2013-03-11,0.5504,-0.15,8月
2013-03-08,0.5519,-0.3,8月
2013-03-07,0.5549,-0.15,8月
2013-03-06,0.5564,-0.3,8月
2013-03-05,0.5594,-0.35,8月
2013-03-04,0.5629,-0.16,8月
2013-03-01,0.5645,-0.05,8月
2013-02-28,0.565,0.0,8月
2013-02-27,0.565,0.0,8月
2013-02-26,0.565,-0.3,8月
2013-02-25,0.568,-0.4,8月
2013-02-22,0.572,0.05,8月
2013-02-21,0.5715,-0.15,8月
2013-02-20,0.573,0.0,8月
2013-02-19,0.573,-0.1,8月
2013-02-15,0.574,-0.2,8月
2013-02-14,0.576,0.0,8月
2013-02-13,0.576,-0.15,8月
2013-02-12,0.5775,-0.1,8月
2013-02-11,0.5785,-0.05,8月
2013-02-08,0.579,-0.1,8月
2013-02-07,0.58,0.0,8月
2013-02-06,0.58,-0.15,8月
2013-02-05,0.5815,-0.1,8月
2013-02-04,0.5825,-0.2,8月
2013-02-01,0.5845,-0.2,8月
2013-01-31,0.5865,-0.78,8月
2013-01-30,0.5943,-0.1,8月
2013-01-29,0.5953,0.0,8月
2013-01-28,0.5953,-0.12,8月
2013-01-25,0.5965,0.0,8月
2013-01-24,0.5965,-0.4,8月
